,Código,Nome,Procedência,Qtd.,Un.,Custo,nome_peca
139,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,0.44,KG,2.77,031239 - DOBRADIÇA HORIZONTAL CBH/CBHM (M18)
140,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,0.89,KG,5.59,031225 - DOBRADIÇA SUP. TAMPA TRAS. ABERT. LATERAL - CBH M18
141,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,18.39,KG,107.29,450856 - REFORCO CENTRAL - PLATAF (6000) CBHM
142,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.25,KG,1.46,030721 - COMPLEMENTO DA LONGARINA - CHASSI - CBH/CBHM M17
143,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,3.31,KG,18.97,033920 - SUPORTE TRASEIRO [CHASSI - CBH CBHM 2E RS/T]
144,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,15.13,KG,86.6,"030424 - REFORÇO DA LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO"
145,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,0.12,KG,0.69,030387 - BASE MÓVEL M17 BASE MÓVEL CBHM/CBH
146,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,0.54,KG,3.09,455337 - ESBARRO - CHASSI/TANQUE FT5
147,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.61,KG,1.72,441480 - SUPORTE ENGATE ICAM (M98) FA/CBHM
148,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,42.34,KG,119.45,031485 - LONGARINA - CHASSI SIMPLES SS - CBHM 6000 CAFEEIRA
149,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.14,KG,0.81,030386 - TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T
150,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.22,KG,0.62,475944 - SUP FIXACAO PLAT - TANQUES M98
151,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,6.98,KG,41.42,"028743 - SUPORTE DO CILINDRO - CHASSI CBH 6,0 2E"
152,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,1.04,KG,6.17,447043 - PORTA ICAMENTO - EIXO SS (M98) F
153,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,7.2,KG,42.72,030727 - SUPORTE TRASEIRO INTERNO - CHASSI CBH 6 2 EIXOS (M17)
154,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,7.19,KG,42.67,030444 - SUPORTE TRASEIRO - CHASSI CBH 6 2 EIXOS (M17)
155,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.72,KG,4.2,030537 - MÃO FRANCESA DIANTEIRA
156,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.16,KG,0.45,483023 - FECHAM LATERAL ICAM (M98) FA/CBHM
157,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,2.39,KG,13.81,450819 - TRANSV N1 - PLATAF (6000) CBHM
158,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,7.0,KG,40.84,450820 - REFORCO DIANT - PLATAF (6000) CBHM
159,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,9.9,KG,57.76,"030540 - TRANSV DIANT - CHASSI CBH 6,0 2E"
160,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,8.61,KG,50.23,030508 - REFORÇO LONG CHASSI 2 EIXOS
161,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,27.7,KG,162.74,032855 - CORPO DA SOBRETAMPA LATERAL [CBH9]
162,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,0.48,KG,2.75,027603 - CANTONEIRA GUIA- ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
163,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,9.68,KG,53.94,460709 - TRANSV FRONTAL - PLAT (3500/5000) CBHM
164,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,7.12,KG,41.54,025614 - HASTE TRACAO MENOR-ICAM MAIOR F4/F6/CBHM
165,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,63.04,KG,367.79,030494 - LONGARINA [CHASSI - CBH/CBHM-2E]
166,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,6.94,KG,40.49,030506 - TRANSVERSINA DIANT/TRAS - CHASSI DA PLATAFORMA CBH/CBHM 6T 2E
167,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,2.95,KG,8.32,446282 - TRANSV MAIOR - ICAM (M98)F4/6
168,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.7,KG,4.8,446312 - TRANSV MENOR - ICAM (M98)F4/6
169,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.86,KG,2.43,030538 - FECHAMENTO TRAS LONGARINA
170,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.07,KG,0.2,030388 - COMPLEMENTO BASE MÓVEL M17 BASE MÓVEL CBHM/CBH
171,126706,AÇO CHATO LAM 5/8 X 2.1/2 SAE-1020,Nacional - 0,2.57,KG,19.42,"410718 - LUVA ENGATE FURO 1"" (M98)F4/6"
172,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,5.39,KG,15.21,464296 - LONG PLATAF LE BOMBA ANDRADE
173,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.23,KG,3.47,030547 - FECHAMENTO DO SUPORTE
174,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,31.15,KG,183.01,032889 - QUEBRA-ONDAS [FTC 6500 M22]
175,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,36.53,KG,214.62,032901 - FECHAMENTO DIANT./TRAS. [FTC 6500 M22]
176,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,3.67,KG,21.56,456469 - TAMPAO - TQ ELIPTICO PADRAO
177,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,20.37,KG,118.86,481439 - HASTE TRACAO MAIOR - ICAM MAIOR FTC/CBHM 02 EIXOS
178,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.21,KG,7.06,025835 - BATEDOR DO EIXO - EIXO DIANT CBHM 6000 2E (M14)
179,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.49,KG,2.86,"029043 - REFORÇO EXTERNO- CBH 6,0 TON 2 EIXOS TANDEM"
180,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,0.11,KG,0.61,485007 - ARRUELA LISA 1.1/4 ACESS R3
181,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.16,KG,0.45,459252 - TRAVA RÉ [CBH/CBHM/F/FA/FTC]
182,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,5.97,KG,16.84,029678 - TRANVERSINA TRASEIRA - CHASSI ER6
183,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,5.81,KG,16.39,029679 - TRANVERSINA DIANTEIRA - CHASSI ER6
184,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,1.34,KG,7.95,025655 - SAPATA DO EIXO C/MOLA CBH/CBHM (NOV13...)
185,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,2.72,KG,16.14,027667 - CHAPA INCLINADA ENCAIXE DO PINO - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
186,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,57.43,KG,329.34,032734 - CHAPEAMENTO CENTRAL [CORPO DO TANQUE - FTC6500 M22]
187,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,24.9,KG,143.85,"029957 - LONGARINA - PLATAFORMA S3,20ER"
188,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,22.62,KG,130.68,029946 - LONGARINA DO CHASSI - ER4 C/ E S/ MOLA
189,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,35.7,KG,243.62,028486 - PERFIL LATERAL 4M - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
190,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,35.6,KG,242.93,027661 - PERFIL LATERAL ENGATADO - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
191,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,35.7,KG,243.62,027473 - PERFIL LATERAL - ESTEIRA LATERAL- MÁQ P/ COLHEITA DE FRUTAS
192,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.91,KG,6.19,031203 - REFORÇO INTERNO DIANTEIRO - CAÇAMBA M18
193,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,3.24,KG,9.14,"027668 - CHAPA VIRADA FIXAÇÃO LATERAL EM ""C"" - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS"
194,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.3,KG,1.93,032219 - CHAPA GUIA DO ESTICADOR FURADA _ ESTEIRA MÓVEL _ MCF
195,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.3,KG,1.93,032220 - CHAPA GUIA DO ESTICADOR _ ESTEIRA MÓVEL _ MCF
196,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.5,KG,4.23,029057 - CHAPA REFORÇO PERFIL LONG - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
197,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.73,KG,2.06,027534 - CHAPA POSTERIOR DA RODA - EST MOVEL - MÁQ P/ COLHEITA DE FRUTAS
198,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.44,KG,2.57,490313 - REFORÇO TRAVA T TRAS - ACESS CBHM
199,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,17.36,KG,101.28,025848 - CORPO - 5 RODA - CBH/CBHM 02 EIXOS
200,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.19,KG,1.11,466050 - COMANDO VAROES - FREIO CAR
201,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.75,KG,4.94,030750 - TRANSV DIANT - CHASSI (6000) CBHM M17
202,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.15,KG,0.96,033409 - ORELHA DE FIXAÇÃO [CHASSI SIMPLES - FT12500 M22]
203,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,1.68,KG,11.46,440115 - CORRIMAO MENOR T3/4/6
204,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.84,KG,5.39,"032467 - FECHAMENTO [EIXO - CBH/CBHM 6,0T]"
205,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,4.53,KG,12.78,025600 - HASTE ESTABILIZADORA LD/LE - EIXO F4/6
206,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,11.11,KG,31.34,480307 - HASTE TRACAO MAIOR-ICAM F4/6
207,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,2.7,KG,7.63,031515 - TRANSVERSINA DIANTEIRA INTERM. M19 - CHASSI CBHM 6000 CAFEEIRA
208,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.19,KG,1.11,494616 - FECHAM SUP FUEIRO CBHM
209,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,2.61,KG,15.23,028739 - FECHAMENTO LATERAL- CBHM
210,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,28.66,KG,168.36,032367 - CHAPEAMENTO [TAMPA TRASEIRA - CBH UG M21]
211,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,82.34,KG,472.19,033101 - CHAPEAMENTO LATERAL SUPERIOR [CAÇAMBA - CBH9 M22]
212,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,2.56,KG,7.22,444893 - CANTONEIRA BASE-KIT CONTRA INCENDIO TA
213,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.41,KG,8.23,025539 - REFORÇO LONGARINA-CHASSI - F4 M98
214,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,17.2,KG,110.39,032457 - LONGARINA - ESTRUTURA DA PLATAFORMA - UVA M21
215,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.1,KG,0.68,426386 - COLUNA CENTRAL T4
216,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,46.86,KG,261.11,032335 - PISO_ PLATAFORMA _ FA UVA M21
217,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,37.1,KG,216.45,032812 - FECHAM TRASEIRO CENTRAL [CAÇAMBA CBH9 M22]
218,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,2.15,KG,12.54,431242 - ABRAÇADEIRA TRAS. IÇAM. UVA
219,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.34,KG,1.98,025749 - COMPLEM. TRASV. SUP. BALANCIM - CHASSI F6SS M14
220,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,4.7,KG,27.15,476535 - TRANSV. DIANT. CHASSI UVA
221,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,20.51,KG,139.94,439009 - HASTE DE TRACAO - ICAM (M98) FP2
222,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,16.26,KG,110.94,478970 - LONG TANQUE (M98) T5/T6
223,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,5.71,KG,38.94,032870 - CORRIMAO MAIOR [GRADIL - FTC6500]
224,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,24.63,KG,144.71,031861 - CORPO _ FECHAMENTO DIANTEIRO _ UVA M20
225,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,3.1,KG,17.27,491421 - GUARDA FECHAM T3500/5000 TANQ
226,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.71,KG,4.21,431254 - SUPORTE INTERNO UVA
227,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,1.43,KG,8.49,463176 - SUPORTE EXTERNO UVA
228,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.36,KG,2.11,028766 - DOBRADIÇA [FUEIRO - CBH M21]
229,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.18,KG,1.07,417233 - ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6
230,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,8.11,KG,22.88,031293 - ESTABILIZ. DO BRAÇO(TUBO) UVA
231,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.95,KG,5.5,433846 - REFORÇO LONGARINA CHASSI UVA
232,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,10.99,KG,64.12,031227 - CANTONEIRA INFERIOR TAMPA TRAS - CBH M18
233,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,8.56,KG,49.35,030178 - TRAVESSA SUP - FECHAMENTO DIANT - CARR UVA M16
234,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,1.33,KG,7.81,033021 - CANTONEIRA TRASEIRA [PLAT. FA2 M21]
235,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,2.26,KG,12.94,033438 - LINGUETA DE APOIO [FIXAÇÃO BRAÇO - CBH12]
236,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,1.0,KG,5.73,033264 - CORPO TRAVA DA TAMPA TRASEIRA [CBH12 M22]
237,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,10.99,KG,75.0,032459 - TRANSVERSINA INTERMEDIARIA [PLATAFORMA - FA2 M21]
238,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,9.23,KG,62.99,032460 - TRANSVERSINA TRASEIRA _ ESTRUTURA DA PLATAFORMA - UVA M21
239,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,11.0,KG,75.07,032458 - TRANSVERSINA DIANTEIRA _ ESTRUTURA DA PLATAFORMA _ UVA M21
240,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,3.68,KG,21.06,028855 - CHAPA LATERAL FIXAÇÃO ROLDANA MENOR - EST MÓVEL - MÁQ P/ COLHEITA DE FRUTAS
241,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.32,KG,0.9,417749 - FECH LAT BR-EIXO TANDEM FA4/6
242,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,23.38,KG,135.07,426544 - LONGARINA [CHASSI - FA2]
243,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,3.74,KG,21.61,"031050 - COLUNA GIGANTE GRANELEIRO - G3,20MD"
244,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,8.04,KG,46.93,"030512 - TRANSVERSINA INTERM. - CHASSI DA CAÇAMBA - CBH 6,0 2E"
245,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.03,KG,2.91,025546 - FECHAMENTO [EIXO - F4]
246,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.6,KG,1.69,459501 - FECHAM DIANTEIRO - ICAM (M98) C2/FP2
247,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.49,KG,4.2,439046 - REFORCO - ICAM (M98) C2/FP2
248,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,9.01,KG,25.42,026425 - PLACA DE APOIO - CHASSI (M98) F4/6
249,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.54,KG,3.15,033265 - REFORÇO TRAVA DA TAMPA TRASEIRA [CBH12 M22]
250,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,6.16,KG,35.94,027555 - TIRA DE AÇO INFERIOR MAIOR - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS
251,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,3.79,KG,22.11,027557 - TIRA DE AÇO INFERIOR MEDIANA - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS
252,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,3.87,KG,22.58,030107 - TIRA DE AÇO INFERIOR MEDIA EXTRE - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS
253,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,0.37,KG,2.36,034212 - REFORÇO DO FUEIRO CENTRAL [CAÇAMBA SIMPLES - CBH9 M22]
254,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.14,KG,0.39,475956 - SUP FIXACAO DIANT/TRAS PLAT - TANQUES M98
255,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,14.13,KG,39.86,475579 - PLACA APOIO - CHASSI FT3
256,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,4.58,KG,12.92,446178 - TRANSV CENTR CHASSI (M98)F6
257,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,4.65,KG,13.12,418134 - TRANSV SUP CS-CHASSI (M98) F6
258,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,26.61,KG,148.28,030616 - PISO ESQUERDO [PLATAFORMA - CBHM 4500]
259,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.3,KG,1.75,023504 - CHAPA DE REGULAGEM VARÃO DE TRAVA CBHM 2 EIXOS
260,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,6.65,KG,38.42,494550 - CHAPEAMENTO FUEIRO 90 CM CBHM
261,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,2.92,KG,16.87,"013262 - FECHAMENTO FUEIRO 1,10m (5000) CBHM"
262,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,75.7,KG,434.12,032732 - CHAPEAMENTO [CORPO DO TANQUE - FTC6500 M22]
263,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,5.8,KG,39.58,409960 - TRANSVERSINA CENTRAL - PLAT CBHM4500
264,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,6.29,KG,36.7,030105 - TIRA DE AÇO INFERIOR MAIOR EXTRE - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS
265,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,1.83,KG,10.48,023243 - ESBARRO CHASSI CBHM 2 EIXOS
266,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,0.83,KG,4.75,026416 - CORPO DA TRAVA CBH/CBHM 4/6
267,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,9.0,KG,25.39,480629 - PLACA DE APOIO - 5ª RODA (M98) F4/6
268,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,31.91,KG,184.36,"029662 - LONGARINA - PLATAFORMA S4,0ER"
269,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,14.06,KG,81.22,"029665 - TRANSVERSINA TRASEIRA - PLATAFORMA S4,0ER"
270,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,13.75,KG,79.43,"029663 - TRANSVERSINA DIANTEIRA - PLATAFORMA S4,0ER"
271,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,1.93,KG,13.17,459574 - TAMBOR FREIO - EIXO F6F5
272,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.29,KG,1.69,472116 - REFORÇO SUPORTE INTERNO UVA
273,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.87,KG,10.91,031905 - SUPORTE DO GIGANTE [FA2/F6B/F6C]
274,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,18.01,KG,105.07,033268 - TRANSVERSINA INTERMEDIARIA [CHASSI DA CAÇAMBA CBH12]
275,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,20.93,KG,122.11,033190 - TRANSVERSINA CENTRAL [CAÇAMBA SIMPLES - CBH12 M22]
276,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,4.17,KG,11.76,029987 - TRANSVERSINA - 5ª RODA - CARRETAS ER6/ER4
277,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,2.2,KG,13.86,027537 - CHAPA LATERAL INCLINADA APOIO CABO DE AÇO- ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS
278,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,7.34,KG,46.23,032924 - SUPORTE EXTERNO [SUPORTE DO BALANCIM - CBH9 M22]
279,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,5.13,KG,32.31,032920 - SUPORTE INTERNO [SUPORTE DO BALANCIM - CBH9 M22]
280,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.74,KG,10.15,030051 - SUP. FEIXE DE MOLAS/PORTA IÇAMENTO - 5ª RODA ER4/6
