,Código,Nome,Procedência,Qtd.,Un.,Custo,nome_peca
281,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.01,KG,5.89,453407 - SUP FEIXE MOLA DIAN-CHASSI U4P2
282,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,10.65,KG,63.2,033305 - SUPORTE TRASEIRO [CHASSI CBH12]
283,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,0.7,KG,4.15,032933 - REFORÇO EIXO BALANCIN [EIXO BALANCIM - CBH 9]
284,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,5.37,KG,31.84,033686 - REFORÇO DA SAPATA [SUPORTE DO BALANCIM - FT12500 M22]
285,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,13.95,KG,82.77,033685 - SAPATA [SUPORTE DO BALANCIM - FT12500 M22]
286,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,90.2,KG,526.24,034003 - LONGARINA [CHASSI - CBH9-2E M22]
287,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,20.89,KG,119.57,033304 - TRANSVERSINA INTERM DIANTEIRA [CHASSI - CBH9-2E M22]
288,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,2.03,KG,11.84,033687 - FECHAMENTO DO TUBO [EIXO BALANCIM - FT12500 M22]
289,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.84,KG,4.9,033296 - REFORÇO DO LIMITADOR DE GIRO [5 RODA - CBH12 M22]
290,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.43,KG,2.51,026068 - ARRUELA PONTA DE EIXO - ROBUSTA 12T
291,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,65.53,KG,365.14,031486 - PISO DIREITO - PLATAFORMA CBHM 6000 CAFEEIRA
292,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,45.47,KG,253.37,031487 - PISO ESQUERDO - PLATAFORMA CBHM 6000 CAFEEIRA
293,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.18,KG,0.51,412168 - ARRUELA ENCOSTO - ICAM U6T
294,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,54.51,KG,153.78,032786 - LONGARINA [CHASSI DA CAÇAMBA - CBH9 M22]
295,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,2.82,KG,16.45,032942 - REFORÇO DA ARTICULAÇÃO DA CAÇAMBA [CHASSI DA CAÇAMBA CBH9]
296,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.52,KG,3.03,012919 - REFORCO EXTERNO CACAMBA CBHF
297,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,3.43,KG,19.64,033288 - REFORÇO LATERAL FUEIRO CENTRAL CBH12 M22
298,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,4.0,KG,22.9,032790 - SUPORTE DO CILINDRO [CHASSI DA CAÇAMBA - CBH9]
299,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,1.37,KG,7.84,033332 - REFORÇO INFERIOR [FIXAÇÃO BRAÇO - CBH12]
300,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,0.45,KG,2.58,033490 - ORELHA DA CORRENTE [IÇAMENTO - CBH12]
301,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,1.02,KG,5.84,033221 - ESBARRO LIMITADOR DE GIRO [CHASSI - CBH12 M22]
302,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,37.99,KG,217.51,032789 - TRANSVERSINA DO CILINDRO [CHASSI DA CAÇAMBA CBH9]
303,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,23.82,KG,136.34,032787 - TRANSVERSINA [CHASSI DA CAÇAMBA CBH9]
304,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,20.72,KG,118.6,033188 - TRANSVERSINA [CHASSI DA CAÇAMBA - CBH12 M22]
305,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,35.27,KG,201.88,033290 - CORPO [5 RODA - CBH12 M22]
306,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,0.41,KG,2.35,022469 - ESBARRO LIMITADOR DE GIRO CHASSI CBHM 2 EIXOS
307,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,4.5,KG,12.69,030539 - TRANSVERSINA CENTRAL
308,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,73.7,KG,433.01,030384A - CHAPEAM LATETAL MENOR - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH
309,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,91.36,KG,523.92,"030544A - CHAPEAMENTO LATERAL DIVIDIDO [CAÇAMBA - CBH6,0 M17]"
310,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,20.89,KG,119.57,034211 - TRANSVERSINA DO CILINDRO [CHASSI - CBH12 M22]
311,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,7.07,KG,40.84,033076 - FECHAMENTO LATERAL TRASEIRO INFERIOR [CAÇAMBA - CBH9 M22]
312,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,13.7,KG,79.15,032816 - FECHAMENTO LATERAL TRASEIRO SUPERIOR [CAÇAMBA - CBH9 M22]
313,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,19.87,KG,115.92,033259 - TRANSVERSINA INTERMEDIARIA [CHASSI DA CAÇAMBA CBH9]
314,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.24,KG,1.4,493673 - REFORCO TRAVA CHASSI FA
315,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,12.43,KG,71.81,032814 - REF. LATERAL DIANTEIRO [CAÇAMBA CBH9 M22]
316,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.13,KG,0.75,032800 - PLACA DE FIXAÇÃO [ESCADA INTERNA - CAÇAMBA CBH9 M22]
317,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.71,KG,4.1,032861 - FECHAMENTO INFERIOR [FUEIRO CENTRAL CBH9]
318,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,36.79,KG,210.98,030384B - COMPLEMENTO CHAPEAM LATETAL - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH
319,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,45.79,KG,262.59,"030544B - COMPLEMENTO DO CHAPEAMENTO LATERAL [CAÇAMBA - CBH6,0 M17]"
320,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,43.27,KG,254.22,031206A - CHAPEAMENTO FRONTAL DIVIDIDO - CAÇAMBA M18
321,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,4.76,KG,27.25,025401 - SUPORTE DO CILINDRO - CHASSI DA CAÇAMBA CBH (M13) 8T
322,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,1.6,KG,9.24,031238 - FECHAM. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18
323,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,30.97,KG,87.37,024004 - LONGARINA CHASSI CBHF (M12)
324,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.99,KG,11.61,025602 - CHAPEAMENTO GUIA - EIXO F4/F6
325,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,12.43,KG,72.52,025847 - PLACA DE APOIO - 5 RODA - CBH/CBHM 02 EIXOS
326,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,4.83,KG,28.18,023966 - TRANSVERSINA DIANTEIRA CHASSI CBHF (M12)
327,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,2.45,KG,14.15,494562 - FECHAMENTO FUEIRO 90 CM CBHM
328,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,8.18,KG,47.26,481646 - CHAPEAM - FUEIRO CENTRAL (6000) CBHM
329,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,6.46,KG,37.3,031287ACH - CORPO DE CHAPA [FUEIRO - CBH FO]
330,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,2.23,KG,12.87,031287BCH - FECHAMENTO DO CORPO DE CHAPA [FUEIRO - CBH FO]
331,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,6.65,KG,18.76,494677 - CHAPEAM FUEIRO TRAS 90 CM CBHM
332,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,7.94,KG,45.87,"013250 - CHAPEAM FUEIRO TRAS 1,10m (5000) CBHM"
333,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,2.42,KG,13.86,026037 - COMPLEMENTO LATERAL - ENGATE ROBUSTA 12T
334,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,0.6,KG,3.44,026029 - FECHAMENTO DIANTEIRO - ENGATE ROBUSTA 12T
335,120352,"CHAPA GQ 1/2 (12,7) 1010",Nacional - 0,2.47,KG,14.14,026027 - CORPO DA LUVA DE UNIÃO - ENGATE ROBUSTA 12T
336,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,1.27,KG,7.34,031207 - FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18
337,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,65.94,KG,391.28,033403 - PLACA DE APOIO [CHASSI SIMPLES - FT12500 M22]
338,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,12.26,KG,72.75,032830 - SAPATA MAIOR [CHASSI CBH9]
339,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.23,KG,1.34,485860 - REF ENGATE - COMBOIO U4
340,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,60.64,KG,356.28,032811 - CHAPEAMENTO FRONTAL INFERIOR [CAÇAMBA CBH9 M22]
341,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,5.55,KG,32.38,025734 - TRANSVERSINA DIANTEIRA - CHASSI F6SS M14
342,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,18.43,KG,118.29,032543 - TRANSVERSINA TRASEIRA [PLATAFORMA - F6C M22]
343,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.05,KG,0.29,033612 - ARRUELA [ESPAÇADOR - CBH M18]
344,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,7.27,KG,42.71,031206B - COMPLEMENTO DO CHAPEAMENTO FRONTAL - CAÇAMBA M18
345,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,0.52,KG,3.28,026041 - ORELHA - ENGATE ROBUSTA 12T
346,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,2.74,KG,7.73,"032368 - FECHAMENTO LATERAL [TAMPA TRASEIRA - CBH ""USO GERAL"" M21]"
347,120650,"CHAPA GQ 5/16(7,94) 1010",Nacional - 0,1.66,KG,9.5,033293 - REFORÇO LATERAL DA PLACA [5 RODA - CBH12 M22]
348,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.4,KG,2.33,025841 - LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS
349,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,3.06,KG,18.16,031754 - SAPATA - SUPORTE TANDEM 6T M20
350,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,25.38,KG,146.31,032626 - FECHAMENTO TRASEIRO [FTC 4300 M22]
351,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,25.36,KG,146.2,032627 - FECHAMENTO FRONTAL [FTC 4300 M22]
352,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,43.73,KG,252.1,032682 - CHAPEAMENTO [FTC4300 M22]
353,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.7,KG,4.8,031557 - TRANSV DIANT - CHASSI (6000) CBHM M19 CAFEEIRA
354,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,20.7,KG,119.33,032624 - QUEBRA-ONDAS [FTC 4300 M22]
355,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,5.69,KG,32.87,"025562 - REFORÇO INF - FECHAMENTO DIANT - S4,0/3,2M"
356,120157,"CHAPA GQ 3/8 (9,53) 1010",Nacional - 0,4.7,KG,27.9,025550 - SUPORTE DE FIXAÇÃO TRASEIRO - IÇAM - CBHF M12
357,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,1.36,KG,3.84,439277 - REFORCO ICAMENTO (M98) FA
358,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.1,KG,0.58,436884 - COMPLEM EXCENT - EIXO TRAS F4C
359,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,1.31,KG,7.57,469361 - FECHAM LAT CHASSI (M98)F6
360,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,9.65,KG,27.22,475087 - PLACA APOIO EIXO DIANT (M98) F
361,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,17.42,KG,101.63,"016937 - CHAPEAMENTO EIXO (CEN-1,75) F6SS"
362,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.29,KG,1.69,025743 - SUPORTE FIX. DA PLATAF. - CHASSI F6 CS M14
363,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,2.63,KG,15.19,"031024 - COLUNA DO FECHAM DIANTEIRO - S4,0/3,2MD"
364,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,9.7,KG,56.59,025735 - TRANSV. SUPORTE TRASEIRO - CHASSI F6SS M14
365,120200,"CHAPA GQ 1/4 (1,20 x 4,05m) 1010",Nacional - 0,3.43,KG,25.22,452002 - REFORCO TRAN TRAS-COMB(M98)F6
366,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.25,KG,1.71,016123 - FECHAM LAT EIXO (CEN) F6SS
367,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,1.38,KG,7.97,026454 - FECHAM LATERAL GRADE 60 cm
368,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,3.18,KG,18.37,031862 - COLUNA _ FECHAMENTO DIANTEIRO _ UVA M20
369,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.06,KG,0.35,469490 - SUPORTE DA MANGUEIRA 6000 CBHM
370,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,4.09,KG,11.54,493132 - TRANSV INTERM CHASSI UVA
371,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,3.96,KG,11.17,449880 - REFORCO TRAS CHASSI CARR UVA
372,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,33.29,KG,227.17,032688 - LONGARINA - PLATAFORMA - MANGA M22
373,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.15,KG,1.02,499821 - CINTA C-POEIRA LE TRANSM R3-ECO
374,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.45,KG,3.07,402862 - CINTA CONTRA POEIRA LD - TRANSM R3-ECO
375,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.53,KG,3.62,431035 - DISCO FRICC MOVIDO-EMBREA ROT
376,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,27.82,KG,163.45,032690 - PISO - PLATAFORMA - MANGA M22
377,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,8.48,KG,49.47,442409 - TRANSV TRAS - CHASSI CARR UVA
378,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,1.94,KG,11.29,032694 - SUPORTE DO GIGANTE [FA2A M22]
379,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.84,KG,2.37,031512 - REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM 6000 CAFEEIRA
380,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.49,KG,2.86,025241 - REFORÇO DA BUCHA DO MACACO - ICAM FA
381,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.28,KG,0.79,031217 - FECHAM. SUP. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18
382,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,51.01,KG,299.7,"025594 - CORPO - FECHAM LATERAL (ALT60) - S4,0M"
383,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.25,KG,1.71,016135 - FECHAM INT EIXO (CEN) F6SS
384,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,3.36,KG,9.48,493296 - FECHAM LAT TAMPA TRAS 90 CM CBHM
385,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,1.88,KG,12.83,424780 - TRANSVERSINA MENOR CBHM
386,120545,BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Nacional - 0,0.18,KG,1.23,"481695 - FECHAM LONG TANQUE (M98) T3/3,5/4"
387,120250,"CHAPA #11(3,04) A36/CIVIL300",Nacional - 0,0.39,KG,2.47,025678 - COMPLEMENTO INT. MENOR - CARROCERIA METALICA
388,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,20.89,KG,121.88,033933 - BRAÇO ESTABILIZADOR [EIXO BALANCIM - CBH12 FT10500 FT12500 M22]
389,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,3.12,KG,18.2,"033702 - FLANGE - ARO 14"" x 5"" (RODABRAS) [FA2/FA2A]"
390,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.26,KG,1.52,450145 - REFORÇO PONTA DE EIXO UVA
391,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.47,KG,2.74,"032147 - GANCHO FECHO RÁPIDO - TEMPORÁRIO ""V"""
392,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.86,KG,4.97,032815 - REFORÇO INTERNO DIANTEIRO [CAÇAMBA CBH9 M22]
393,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,0.91,KG,5.26,032818 - REFORÇO INTERNO TRASEIRO [CAÇAMBA CBH9 M22]
394,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,8.8,KG,50.84,033189 - FUEIRAO CENTRAL [CAÇAMBA SIMPLES - CBH12 M22]
395,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,1.66,KG,9.59,033192 - FECHAMENTO FUEIRAO [CAÇAMBA SIMPLES - CBH12 M22]
396,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,154.65,KG,908.61,033204 - ASSOALHO [CAÇAMBA SIMPLES - CBH12 M22]
397,120547,BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Nacional - 0,76.11,KG,447.17,033191 - CHAPEAMENTO LATERAL [CAÇAMBA SIMPLES - CBH12 M22]
398,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,0.27,KG,0.76,431898 - FECHAM. LATERAL BALANCIM UVA
399,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,8.71,KG,24.57,032045 - CANT INF TAMPA TRASEIRA CBH M20
400,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,31.83,KG,177.36,"034251 - CHAPEAMENTO TAMPA TRAS 1,10m (5000) CBHM"
401,120549,BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300,Nacional - 0,30.96,KG,177.55,032850 - CHAPEAMENTO INFERIOR [TAMPA TRAS ABL - CBH9 M22]
402,120535,"CHAPA FQ #12 (1,50 x 3,80m) 1010",Nacional - 0,35.43,KG,258.75,033897 - CORPO DA SOBRETAMPA LATERAL [CBH12]
403,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,21.58,KG,138.51,033636 - TRANSVERSINA DIANTEIRA [PLATAFORMA - F6C M23]
404,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,1.23,KG,7.86,033926 - ORELHA BANDEJA [CHASSI SIMPLES - FT12500 M22]
405,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,35.82,KG,229.9,032540 - LONGARINA [PLATAFORMA - F6C M22]
406,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,84.18,KG,237.48,033600 - LONGARINA [CHASSI SIMPLES - FT10500 2E RS/RS M22]
407,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,12.93,KG,82.99,033641 - REFORÇO DA TRANSVERSINA TRAS [PLATAFORMA - F6C M22]
408,120303,"CHAPA FQ 3/16 (1,20 x 6,00m) 1010",Nacional - 0,19.66,KG,126.18,033637 - TRANSVERSINA CENTRAL [PLATAFORMA - F6C M22.1]
409,120273,"CHAPA FQ 3,75mm. SAE-1006",Nacional - 0,6.59,KG,41.21,033902 - COMPLEMENTO DO CHAPEAM [SOBRETAMPA LAT CBH12]
410,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,2.88,KG,16.8,016081 - COMPL EIXO (CEN) F6SS
411,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.51,KG,2.98,033751 - BASE [OLHAL DE ELEVAÇÃO - FT10500 M22]
412,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,9.9,KG,57.07,"030421 - TRAVESSA SUPERIOR - FECHAMENTO DIANT - CARR. METÁLICA CENOURA (4,0 X 2,10m)"
413,120134,"BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",Nacional - 0,19.83,KG,110.48,033671 - CHAPEAMENTO [FECHAMENTO DIANT METALICO - F6C]
414,120054,"CHAPA GQ 5/8 (15,8) 1010",Nacional - 0,1.47,KG,9.26,464806 - ENGATE COMBOIO U4
415,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,100.2,KG,584.58,033372 - QUEBRA ONDAS [CORPO DO TANQUE - FT12500 M22]
416,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,0.85,KG,4.9,034249 - REFORÇO INFERIOR 2 [PLATAFORMA - CBHM]
417,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,30.73,KG,177.53,025659 - HASTE DE TRACAO ICAM (M98) FA (NOV13...)
418,120278,"BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Nacional - 0,26.86,KG,155.17,479068 - LONGARINA - CHASSI (M98) FA
419,120136,"BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",Nacional - 0,1.06,KG,6.11,034250 - REFORÇO INFERIOR 3 [PLATAFORMA - CBHM]
420,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,8.21,KG,23.16,458880 - TRANSV DIANT - CHASSI FA3FB
421,120305,"BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Nacional - 0,3.46,KG,9.76,447286 - TRANSVERSINA - CHASSI (M98) FA
422,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,3.6,KG,21.0,448606 - REFORÇO - CHASSI FA3FB
423,120203,"BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Nacional - 0,0.53,KG,3.09,016111 - REFORCO COMPL EIXO (CEN) F6SS
